"seq.id","rule.id","assignment.id","worker.id","exs","gloss"
"49bb605","3a","37UQDCYH6XVC4OGWZ646SBLQ0YBV72","0cbb6f0","""aaa"" + ‖ ""aba"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""AAA"" -","only lower aaas"
"7632bef","delimiters","37UQDCYH6XVC4OGWZ646SBLQ0YBV72","0cbb6f0","""[tr567]"" + ‖ ""tr567]"" - ‖ ""[tr567"" - ‖ ""tr567"" -","only words with both brackets "
"b2614f0","zip-code","37UQDCYH6XVC4OGWZ646SBLQ0YBV72","0cbb6f0","""54321"" + ‖ ""6452772"" - ‖ ""12345"" +","i dont know"
"e12e476","suffix-s","37UQDCYH6XVC4OGWZ646SBLQ0YBV72","0cbb6f0","""tales"" + ‖ ""slate"" - ‖ ""tells"" + ‖ ""s"" + ‖ ""a"" - ‖ ""rented"" - ‖ ""goals"" + ‖ ""reset"" -","i dont know "
"402a4e5","zip-code","386CSBG1OZM1VG6AUX54GAMMOWD6QN","970c085","""12345"" + ‖ ""63895"" + ‖ ""76343"" + ‖ ""21"" - ‖ ""4235"" - ‖ ""453876"" -","The rule is there must be exactly 5 numbers"
"6e119de","delimiters","386CSBG1OZM1VG6AUX54GAMMOWD6QN","970c085","""[123456]"" + ‖ ""123456"" - ‖ ""abcdefg"" - ‖ ""[abcdefg]"" +","Must fit in brackets"
"76aae7a","suffix-s","386CSBG1OZM1VG6AUX54GAMMOWD6QN","970c085","""4015i9asdfkljfs"" + ‖ ""dldkfjkl124-4-4444444"" - ‖ ""sad;fk;lk1111s"" + ‖ ""sdlfjljk55s"" + ‖ ""s;dfkl3413s"" + ‖ ""ajk;a;sdf0-->s"" +","I dont know"
"844609e","3a","386CSBG1OZM1VG6AUX54GAMMOWD6QN","970c085","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""^&%^%"" - ‖ ""aa"" -","must be at least 3 a's"
"66584c1","zip-code","388U7OUMF716T6ZV5NENCZM07ET0RF","0213552","""abcde"" - ‖ ""12345"" + ‖ ""67890"" + ‖ ""a24fz"" - ‖ ""53417"" + ‖ ""163467"" - ‖ ""1479713"" - ‖ ""5659"" - ‖ ""12"" -","There has to be 5 numbers"
"7db670e","delimiters","388U7OUMF716T6ZV5NENCZM07ET0RF","0213552","""[12345]"" + ‖ ""[1a2b]"" + ‖ ""[7777zq81]"" + ‖ ""[ppp"" - ‖ ""[123"" - ‖ ""[re7a8"" -","The string must be in brackets"
"82b570d","3a","388U7OUMF716T6ZV5NENCZM07ET0RF","0213552","""AAA"" - ‖ ""aaa"" + ‖ ""1aaa1"" - ‖ ""aa"" -","The string must be lower case all the same letters"
"844609e","suffix-s","388U7OUMF716T6ZV5NENCZM07ET0RF","0213552","""fdflbfugls"" + ‖ ""&^*&%GGFs"" + ‖ ""hgfaufy"" - ‖ ""&^%*&%"" -","I don't know"
"0e0608d","zip-code","38YMOXR4MUZ6FD2W664A8Z48CXTW6G","125e8fe","""12345"" + ‖ ""37483"" + ‖ ""123456"" - ‖ ""1234"" - ‖ ""jd123"" - ‖ ""98765tr"" - ‖ ""[df45g]"" - ‖ ""01234"" + ‖ ""dhese"" -","I dont know"
"76aae7a","3a","38YMOXR4MUZ6FD2W664A8Z48CXTW6G","125e8fe","""aaa"" + ‖ ""g123456f"" -","I don't know"
"bb0e730","suffix-s","38YMOXR4MUZ6FD2W664A8Z48CXTW6G","125e8fe","""sfaushf"" - ‖ ""sfaushs"" + ‖ ""123"" - ‖ ""123s"" +","I don't know "
"db12c41","delimiters","38YMOXR4MUZ6FD2W664A8Z48CXTW6G","125e8fe","""[12djdsnr]"" + ‖ ""[3444534]"" + ‖ ""[342423434"" - ‖ ""dfsdfsafggadf]"" -","I don't know
"
"0f5e5fa","delimiters","38YMOXR4MUZ6FD2W664A8Z48CXU6WR","6b5d3bc","""[sajoafosa]"" + ‖ ""sajoafosa"" - ‖ ""[231]"" + ‖ ""231"" -","the strings have to have brackets. "
"96ed36e","zip-code","38YMOXR4MUZ6FD2W664A8Z48CXU6WR","6b5d3bc","""1"" - ‖ ""12"" - ‖ ""123"" - ‖ ""1234"" - ‖ ""12345"" + ‖ ""123456"" - ‖ ""12349"" + ‖ ""23435"" + ‖ ""123a2"" -","Can only be a combination of 5 number, no letters"
"a33a11b","3a","38YMOXR4MUZ6FD2W664A8Z48CXU6WR","6b5d3bc","""a"" - ‖ ""aa"" - ‖ ""aaa"" + ‖ ""aaaa"" + ‖ ""aaaa4"" - ‖ ""546"" -","combination of 4 letters fits, no numbers. "
"f9e86c3","suffix-s","38YMOXR4MUZ6FD2W664A8Z48CXU6WR","6b5d3bc","""almostanythinggoes"" + ‖ ""xxxxxxxxxxxxxxxxxxxs"" + ‖ ""jhfd8934bndfsu889s"" + ‖ ""xs"" + ‖ ""&fds&hFF4jfdhF9347^zs"" +","A row of letters, numbers or symbols without any spaces."
"51be3ed","zip-code","3907X2AHF05SD3MU7IECQSF03T5P2A","b6aca08","""23654"" +","Any sequence of characters, letters or numbers."
"bb0e730","delimiters","3907X2AHF05SD3MU7IECQSF03T5P2A","b6aca08","""[aggsia53]"" + ‖ ""aggsia53"" -","They're all strings. I'm not sure I understand."
"d2f7661","suffix-s","3907X2AHF05SD3MU7IECQSF03T5P2A","b6aca08","""eagles"" + ‖ ""pizzas"" + ‖ ""friends"" + ‖ ""asdfssss"" + ‖ ""3r280us"" + ‖ ""333333s"" + ‖ ""(*&(*^%%SDs"" + ‖ ""fasdfasdf"" - ‖ ""3333333"" - ‖ ""s"" + ‖ ""d"" - ‖ ""gwegw"" - ‖ ""eeeeee"" -","The strings that don't fit do fit. A string is any sequence of letters, numbers and characters."
"f29e6ff","3a","3907X2AHF05SD3MU7IECQSF03T5P2A","b6aca08","""aaaaaa"" + ‖ ""aaaaaaaa"" + ‖ ""aaaa"" + ‖ ""aaa"" + ‖ ""aaaaaaaaaaaaaa"" + ‖ ""aa"" - ‖ ""aaA"" - ‖ ""aaAAAAA"" - ‖ ""AaAAAAaAAA"" - ‖ ""aaHHHRW%"" - ‖ ""a"" -","They're all strings. "
"49bb605","zip-code","39DD6S19JPBEMN0GNB7FJRQ3AV3EZN","f8c3fa4","""35164"" + ‖ ""72755"" + ‖ ""54f64"" - ‖ ""256334"" - ‖ ""84982"" +","The string has exactly five digits - only numbers though, no punctuation or letters.  "
"6e119de","delimiters","39DD6S19JPBEMN0GNB7FJRQ3AV3EZN","f8c3fa4","""[123456]"" + ‖ ""123456"" - ‖ ""abcdefg"" - ‖ ""[abcdefg]"" +","The string must be enclosed in brackets and must have a ""natural"" sequence of sequential numbers or letters."
"6e119de","suffix-s","39DD6S19JPBEMN0GNB7FJRQ3AV3EZN","f8c3fa4","""horse"" - ‖ ""horses"" + ‖ ""this"" + ‖ ""that"" - ‖ ""123456s"" + ‖ ""123456d"" -","The string ends with an ""s""."
"96ed36e","3a","39DD6S19JPBEMN0GNB7FJRQ3AV3EZN","f8c3fa4","""a"" - ‖ ""aa"" - ‖ ""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""b"" - ‖ ""bb"" - ‖ ""bbb"" -","The string must have at least three repeating letters if there is a vowel, or four, if there is a consonant. "
"0e0608d","zip-code","39DD6S19JPBEMN0GNB7FJRQ3AXLZEU","ff49c52","""12345"" + ‖ ""37483"" + ‖ ""123456"" - ‖ ""1234"" - ‖ ""jd123"" - ‖ ""98765tr"" - ‖ ""[df45g]"" - ‖ ""01234"" + ‖ ""dhese"" -","set of 5 numbers"
"1dc006e","suffix-s","39DD6S19JPBEMN0GNB7FJRQ3AXLZEU","ff49c52","""asdfs"" + ‖ ""ojaeewhs"" + ‖ ""jiaeewhb"" - ‖ ""ytfsedfb"" - ‖ ""s"" + ‖ ""a"" -","string of letters that ends in S"
"66584c1","delimiters","39DD6S19JPBEMN0GNB7FJRQ3AXLZEU","ff49c52","""[dogs]"" + ‖ ""[cat]"" + ‖ ""[you]"" + ‖ ""dogs"" - ‖ ""cat"" - ‖ ""you"" -","i dont know"
"9eabb06","3a","39DD6S19JPBEMN0GNB7FJRQ3AXLZEU","ff49c52","""aaa"" + ‖ ""aaaa"" + ‖ ""abaa"" - ‖ ""aa"" - ‖ ""bbb"" -","Its a word that contains three aaa's or more. "
"0e0608d","suffix-s","39DD6S19JPBEMN0GNB7FJRQ3AXMEZA","eb8bbe9","""aerT5s"" + ‖ ""a45gr"" - ‖ ""ds"" + ‖ ""AB45s"" + ‖ ""1234"" - ‖ ""1234s"" +","it has to have at least 2 letters or 2 numbers in a row to start"
"0f5e5fa","zip-code","39DD6S19JPBEMN0GNB7FJRQ3AXMEZA","eb8bbe9","""53567"" + ‖ ""11111"" + ‖ ""fdsdf"" - ‖ ""afafafaf"" - ‖ ""22"" - ‖ ""4424"" - ‖ ""1"" - ‖ ""ghfghfgh"" - ‖ ""55555"" + ‖ ""33333"" + ‖ ""22222"" +","It has to be at least 5 digits and it can't be a repeating pattern within the string"
"ecba21d","3a","39DD6S19JPBEMN0GNB7FJRQ3AXMEZA","eb8bbe9","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""aaaaaa"" + ‖ ""aaaaaaa"" + ‖ ""aaaaaaaa"" + ‖ ""aaaaaaaaa"" + ‖ ""a"" - ‖ ""aa"" -","It has to have at least 3 digits"
"f9e86c3","delimiters","39DD6S19JPBEMN0GNB7FJRQ3AXMEZA","eb8bbe9","""[randomstring]"" + ‖ ""[d]"" + ‖ ""[352334]"" + ‖ ""[3gds7834d]"" + ‖ ""[A6gH7oRB88Rk58]"" + ‖ ""[7f^%jk7F78$0fff-+df]"" +","It has to be surrounded by brackets"
"0f5e5fa","suffix-s","39GHHAVOMFR6U6YJGJSGMBQMEAEJ4N","8b7ec0f","""hihos"" + ‖ ""hiho"" - ‖ ""eeeees"" + ‖ ""eeeee"" -","The rule is the string has to consist of five letters unless there are five of the same letters in a row in which case another different letter needs to be added to make six letters."
"6f2ca8f","delimiters","39GHHAVOMFR6U6YJGJSGMBQMEAEJ4N","8b7ec0f","""[hello]"" +","Between the two special characters on each end a word or random letters can be entered in between."
"76aae7a","3a","39GHHAVOMFR6U6YJGJSGMBQMEAEJ4N","8b7ec0f","""aaa"" + ‖ ""g123456f"" -","The rule is the string needs to be three consecutive letters and all the same letters."
"9eabb06","zip-code","39GHHAVOMFR6U6YJGJSGMBQMEAEJ4N","8b7ec0f","""55555"" + ‖ ""5555"" - ‖ ""555555"" - ‖ ""12345"" +","The rule is the string has to be five numbers no more and no less."
"96ed36e","suffix-s","39GXDJN2OTEG42LF9BWC6BHLBJIV8S","1cb2ff1","""adhegds"" + ‖ ""565656s"" + ‖ ""#$#$gjgs"" + ‖ ""asdsada"" - ‖ ""23232323a"" - ‖ ""34343s3434f"" - ‖ ""#$#$#@#c"" -","The string must end with the letter 's'"
"a33a11b","delimiters","39GXDJN2OTEG42LF9BWC6BHLBJIV8S","1cb2ff1","""dog"" - ‖ ""[dog]"" + ‖ ""5849"" - ‖ ""[5849]"" + ‖ ""dog586"" - ‖ ""[dog586]"" +","The rule is that the string must start with a '[' and end with a ']'"
"ad928f0","zip-code","39GXDJN2OTEG42LF9BWC6BHLBJIV8S","1cb2ff1","""47654"" + ‖ ""76543"" + ‖ ""04812"" + ‖ ""87592"" + ‖ ""345345"" - ‖ ""3568325"" - ‖ ""47845334"" - ‖ ""7656756dfg"" - ‖ ""45ef45f345fd"" - ‖ ""64831"" +","I think the string must contain exactly 5 digits"
"b2614f0","3a","39GXDJN2OTEG42LF9BWC6BHLBJIV8S","1cb2ff1","""a"" - ‖ ""aa"" - ‖ ""aaa"" + ‖ ""aaaaaaaa"" +","I think the string must be repeated letters at least length 3"
"0e0608d","3a","39L1G8WVWQREHTZBQGHR862U6SJ13F","36e753b","""aaa"" + ‖ ""asaa"" - ‖ ""AaAa"" - ‖ ""aaaaaaa"" + ‖ ""aa"" -","strings that fit or do not fit in the rule "
"66584c1","delimiters","39L1G8WVWQREHTZBQGHR862U6SJ13F","36e753b","""[dogs]"" + ‖ ""[cat]"" + ‖ ""[you]"" + ‖ ""dogs"" - ‖ ""cat"" - ‖ ""you"" -","strings "
"76aae7a","zip-code","39L1G8WVWQREHTZBQGHR862U6SJ13F","36e753b","""12345"" + ‖ ""fjdl1253"" -","strings "
"9eabb06","suffix-s","39L1G8WVWQREHTZBQGHR862U6SJ13F","36e753b","""cats"" + ‖ ""cat"" - ‖ ""dogs"" + ‖ ""dog"" - ‖ ""s"" + ‖ ""aaas"" + ‖ ""saaa"" -","strings that fit "
"0f5e5fa","delimiters","39L1G8WVWQREHTZBQGHR862U6TJ13H","f62aece","""[sajoafosa]"" + ‖ ""sajoafosa"" - ‖ ""[231]"" + ‖ ""231"" -","It looks like the string, to be represented, much be in brackets."
"1dc006e","3a","39L1G8WVWQREHTZBQGHR862U6TJ13H","f62aece","""aaa"" + ‖ ""aa"" - ‖ ""aaaa"" + ‖ ""AAA"" - ‖ ""AAAA"" -","this looks like all lower case letters fit, except if they're under 3 letters."
"6e119de","suffix-s","39L1G8WVWQREHTZBQGHR862U6TJ13H","f62aece","""horse"" - ‖ ""horses"" + ‖ ""this"" + ‖ ""that"" - ‖ ""123456s"" + ‖ ""123456d"" -","It appears that any string ending in S fits the rule"
"7db670e","zip-code","39L1G8WVWQREHTZBQGHR862U6TJ13H","f62aece","""12345"" + ‖ ""16321"" + ‖ ""54321"" + ‖ ""1111111111"" - ‖ ""a1bh1sja1"" - ‖ ""c89an127"" - ‖ ""c423p"" -","only number that are not repeating seem to fit"
"032d129","3a","39L1G8WVWQREHTZBQGHR862U6TJ31J","1cc8f67","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""bbbb"" - ‖ ""ccc"" - ‖ ""aa"" - ‖ ""a"" - ‖ ""aaab"" -","a's"
"13ab615","delimiters","39L1G8WVWQREHTZBQGHR862U6TJ31J","1cc8f67","""[jdfjddj83]"" + ‖ ""[373hd93eh___uejeje]"" + ‖ ""[jdidhdhdhd"" - ‖ ""@_5454gfgfgfy]"" -","not sure"
"96ed36e","suffix-s","39L1G8WVWQREHTZBQGHR862U6TJ31J","1cc8f67","""adhegds"" + ‖ ""565656s"" + ‖ ""#$#$gjgs"" + ‖ ""asdsada"" - ‖ ""23232323a"" - ‖ ""34343s3434f"" - ‖ ""#$#$#@#c"" -","I don't know"
"c09faf8","zip-code","39L1G8WVWQREHTZBQGHR862U6TJ31J","1cc8f67","""23456"" + ‖ ""34567"" + ‖ ""85246"" +","numbers"
"7632bef","delimiters","39LOEL67OS5WSTJWP1Q6NGP2KX583K","fcba7f9","""[tr567]"" + ‖ ""tr567]"" - ‖ ""[tr567"" - ‖ ""tr567"" -","There must be two brackets; one of each end of the string"
"7db670e","3a","39LOEL67OS5WSTJWP1Q6NGP2KX583K","fcba7f9","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaaaaaaaa"" + ‖ ""abc"" -","must contain all a's. No other letters allowed."
"ecba21d","zip-code","39LOEL67OS5WSTJWP1Q6NGP2KX583K","fcba7f9","""48751"" + ‖ ""12523"" + ‖ ""95638"" + ‖ ""27849"" + ‖ ""39268"" + ‖ ""1411"" - ‖ ""2389"" - ‖ ""124789"" - ‖ ""12"" - ‖ ""1"" - ‖ ""127"" - ‖ ""4783961"" -","There must be exactly five numbers."
"f29e6ff","suffix-s","39LOEL67OS5WSTJWP1Q6NGP2KX583K","fcba7f9","""fj38fj498js"" + ‖ ""r5iffffkkkks"" + ‖ ""59yhkgyg7s"" + ‖ ""FJEFJISFJs"" + ‖ ""SIJF$$FES"" - ‖ ""48f94wfwh"" - ‖ ""GRSRSRSFJh"" - ‖ ""sw4wfJEHSFK"" -","I don't know"
"6e119de","3a","39LOEL67OS5WSTJWP1Q6NGP2KYP836","2333005","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""123"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""abb"" - ‖ ""horse"" -","A string is anything with ONLY the letter A. "
"7632bef","suffix-s","39LOEL67OS5WSTJWP1Q6NGP2KYP836","2333005","""e5tds"" + ‖ ""e5tdt"" -","A string is considered anything with 5 letters or numbers without repeating any letters or numbers. "
"7632bef","zip-code","39LOEL67OS5WSTJWP1Q6NGP2KYP836","2333005","""12345"" + ‖ ""1234"" - ‖ ""123456"" - ‖ ""123"" - ‖ ""12"" - ‖ ""34567"" + ‖ ""3456"" -","A string is a set of 5 numbers or letters. "
"f9e86c3","delimiters","39LOEL67OS5WSTJWP1Q6NGP2KYP836","2333005","""[randomstring]"" + ‖ ""[d]"" + ‖ ""[352334]"" + ‖ ""[3gds7834d]"" + ‖ ""[A6gH7oRB88Rk58]"" + ‖ ""[7f^%jk7F78$0fff-+df]"" +","Anything within the brackets is considered a string. "
"0e0608d","suffix-s","39LOEL67OS5WSTJWP1Q6NGP2KZP383","64869f1","""aerT5s"" + ‖ ""a45gr"" - ‖ ""ds"" + ‖ ""AB45s"" + ‖ ""1234"" - ‖ ""1234s"" +","I don't know"
"49bb605","3a","39LOEL67OS5WSTJWP1Q6NGP2KZP383","64869f1","""aaa"" + ‖ ""aba"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""AAA"" -","3 lower case of the same letters "
"dff3ecd","zip-code","39LOEL67OS5WSTJWP1Q6NGP2KZP383","64869f1","""12345"" + ‖ ""1234"" - ‖ ""123456"" - ‖ ""abcde"" - ‖ ""23456"" + ‖ ""98765"" +","I don't know"
"e12e476","delimiters","39LOEL67OS5WSTJWP1Q6NGP2KZP383","64869f1","""[]"" + ‖ ""[hello]"" + ‖ ""[hello"" - ‖ ""water]"" - ‖ ""something"" -","I don't know"
"3808bfe","zip-code","39LOEL67OS5WSTJWP1Q6NGP2KZP838","be3f9f5","""25987"" + ‖ ""587967456"" - ‖ ""21783"" +","The rule appears to be any string composed of 6 numeric characters  "
"76aae7a","delimiters","39LOEL67OS5WSTJWP1Q6NGP2KZP838","be3f9f5","""asdfasdfasdf"" - ‖ ""234hase234asdf"" - ‖ ""[sldfjkj1231-23]"" + ‖ ""[]"" + ‖ ""[1]"" + ‖ ""[sdf123414]"" +","any string whose first and last characters are brackets."
"7db670e","suffix-s","39LOEL67OS5WSTJWP1Q6NGP2KZP838","be3f9f5","""aqs"" + ‖ ""p9r12s"" + ‖ ""444444s"" + ‖ ""ddddq"" - ‖ ""sssst"" - ‖ ""yr321a"" -","It appears to be any string ending with an ""s"""
"b2614f0","3a","39LOEL67OS5WSTJWP1Q6NGP2KZP838","be3f9f5","""a"" - ‖ ""aa"" - ‖ ""aaa"" + ‖ ""aaaaaaaa"" +","Any string composed of three (or more) identical characters."
"0f5e5fa","delimiters","39O5D9O87TSY4W996D6BP2LLAORC3V","502c5c6","""[sajoafosa]"" + ‖ ""sajoafosa"" - ‖ ""[231]"" + ‖ ""231"" -","The string has to start with a bracket and end with a closing bracket. For example: [tree] . It has to have at least one letter or number inside the bracket."
"49bb605","zip-code","39O5D9O87TSY4W996D6BP2LLAORC3V","502c5c6","""35164"" + ‖ ""72755"" + ‖ ""54f64"" - ‖ ""256334"" - ‖ ""84982"" +","5 numbers. No more or less. If there is a letter or symbol than it doesn't fit."
"7db670e","suffix-s","39O5D9O87TSY4W996D6BP2LLAORC3V","502c5c6","""aqs"" + ‖ ""p9r12s"" + ‖ ""444444s"" + ‖ ""ddddq"" - ‖ ""sssst"" - ‖ ""yr321a"" -","It doesn't matter how long or if it has numbers and/or letters. But it has to end with ""s""."
"bb0e730","3a","39O5D9O87TSY4W996D6BP2LLAORC3V","502c5c6","""aaa"" + ‖ ""bbb"" - ‖ ""aa"" - ‖ ""aaaa"" + ‖ ""aaa1"" -","three lower-case ""a"" or four lower-case ""a"""
"1dc006e","zip-code","39O5D9O87TSY4W996D6BP2LLAPA3C7","c5aab9c","""35487"" + ‖ ""354871"" - ‖ ""asdef"" - ‖ ""1257"" -","a series of 5 numbers"
"6e119de","3a","39O5D9O87TSY4W996D6BP2LLAPA3C7","c5aab9c","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""123"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""abb"" - ‖ ""horse"" -","a series of the letter ""a"""
"a23551a","delimiters","39O5D9O87TSY4W996D6BP2LLAPA3C7","c5aab9c","""[jho]"" + ‖ ""jho"" - ‖ ""[8ho8902j]"" + ‖ ""8ho8902j"" -","a series of letters and numbers enclosed in brackets"
"ebda6ed","suffix-s","39O5D9O87TSY4W996D6BP2LLAPA3C7","c5aab9c","""123456s"" + ‖ ""123456"" - ‖ ""A1B2C3D4F5s"" + ‖ ""A1B2C3D4F5"" -","a series of numbers and letters without any pattern"
"032d129","zip-code","39OWYR0EPKR6NBQ7M0P2N221G4WYFK","88b6366","""12345"" + ‖ ""23456"" + ‖ ""37428"" + ‖ ""3457385"" - ‖ ""546932"" - ‖ ""1254"" - ‖ ""1234d"" - ‖ ""12342a"" -","I think the rule is that there must be 5 numbers, no letters, and possibly no number 9s or 0s."
"9eabb06","3a","39OWYR0EPKR6NBQ7M0P2N221G4WYFK","88b6366","""aaa"" + ‖ ""aaaa"" + ‖ ""abaa"" - ‖ ""aa"" - ‖ ""bbb"" -","It must contain 3 or more consecutive lowercase letter a's, and only letter a's."
"a23551a","delimiters","39OWYR0EPKR6NBQ7M0P2N221G4WYFK","88b6366","""[jho]"" + ‖ ""jho"" - ‖ ""[8ho8902j]"" + ‖ ""8ho8902j"" -","It may contain numbers or letters, and must be contained inside of a set of brackets."
"c09faf8","suffix-s","39OWYR0EPKR6NBQ7M0P2N221G4WYFK","88b6366","""123ds"" + ‖ ""456gs"" +","It must contain three numbers followed by two letters."
"0f5e5fa","zip-code","39U1BHVTDLRFQDBKSZ11ECLPYCA3TS","18e0614","""53567"" + ‖ ""11111"" + ‖ ""fdsdf"" - ‖ ""afafafaf"" - ‖ ""22"" - ‖ ""4424"" - ‖ ""1"" - ‖ ""ghfghfgh"" - ‖ ""55555"" + ‖ ""33333"" + ‖ ""22222"" +","Any combination of five numbers"
"bb0e730","3a","39U1BHVTDLRFQDBKSZ11ECLPYCA3TS","18e0614","""aaa"" + ‖ ""bbb"" - ‖ ""aa"" - ‖ ""aaaa"" + ‖ ""aaa1"" -","I guess any amount of lowercase a's over 2 and excluding any numbers."
"dff3ecd","delimiters","39U1BHVTDLRFQDBKSZ11ECLPYCA3TS","18e0614","""[djfka;ljkl]"" + ‖ ""[1234556]"" + ‖ ""He[]oworld"" -","The whole string has to be within those thingies"
"ecba21d","suffix-s","39U1BHVTDLRFQDBKSZ11ECLPYCA3TS","18e0614","""dfdfs"" + ‖ ""wisconsincheese1s"" + ‖ ""trmdsf"" - ‖ ""sdsadsa"" - ‖ ""schoolnows"" +","I think the string has to represent an organization or group of some kind"
"1dc006e","3a","39ZSFO5CA8W5B4SYVPJYZFOGDLKJUO","0f52170","""aaa"" + ‖ ""aa"" - ‖ ""aaaa"" + ‖ ""AAA"" - ‖ ""AAAA"" -","3 or 4 letters as long as they are lower case."
"49bb605","zip-code","39ZSFO5CA8W5B4SYVPJYZFOGDLKJUO","0f52170","""35164"" + ‖ ""72755"" + ‖ ""54f64"" - ‖ ""256334"" - ‖ ""84982"" +","the string involves 5 numbers and no letters"
"76aae7a","suffix-s","39ZSFO5CA8W5B4SYVPJYZFOGDLKJUO","0f52170","""4015i9asdfkljfs"" + ‖ ""dldkfjkl124-4-4444444"" - ‖ ""sad;fk;lk1111s"" + ‖ ""sdlfjljk55s"" + ‖ ""s;dfkl3413s"" + ‖ ""ajk;a;sdf0-->s"" +","letters and numbers are ok but without minus symbol"
"ebda6ed","delimiters","39ZSFO5CA8W5B4SYVPJYZFOGDLKJUO","0f52170","""[123456]"" + ‖ ""[ABCDEFGH]"" + ‖ ""[A1B2C3D4F5]"" + ‖ ""123456"" - ‖ ""ABCDEFGH"" - ‖ ""A1B2C3D4F5"" -","letters and numbers in bars at a certian length."
"032d129","delimiters","39ZSFO5CA8W5B4SYVPJYZFOGDM3JU9","44984cb","""[dog]"" + ‖ ""dog"" - ‖ ""[cat]"" + ‖ ""cat"" - ‖ ""[123]"" + ‖ ""123"" -","I don't know"
"51be3ed","suffix-s","39ZSFO5CA8W5B4SYVPJYZFOGDM3JU9","44984cb","""tbjuss"" +","I don't know"
"82b570d","3a","39ZSFO5CA8W5B4SYVPJYZFOGDM3JU9","44984cb","""AAA"" - ‖ ""aaa"" + ‖ ""1aaa1"" - ‖ ""aa"" -","It has to do with writing lower case letters without mixing numbers and having a minimum of 3 characters."
"a33a11b","zip-code","39ZSFO5CA8W5B4SYVPJYZFOGDM3JU9","44984cb","""15485"" + ‖ ""15485a"" - ‖ ""abcde"" - ‖ ""abcdef"" - ‖ ""12654"" + ‖ ""84565"" + ‖ ""54156"" + ‖ ""1565"" - ‖ ""545"" - ‖ ""54"" - ‖ ""5"" - ‖ ""545654"" -","I don't know"
"49bb605","suffix-s","3A1COHJ8NJVBM1QV4MF8RAQC3478HF","f06838b","""things"" + ‖ ""forces"" + ‖ ""sips"" + ‖ ""sip"" - ‖ ""try"" - ‖ ""helpfulness"" + ‖ ""helpful"" -","It has to end in an s. "
"82b570d","3a","3A1COHJ8NJVBM1QV4MF8RAQC3478HF","f06838b","""AAA"" - ‖ ""aaa"" + ‖ ""1aaa1"" - ‖ ""aa"" -","I don't know why "
"844609e","zip-code","3A1COHJ8NJVBM1QV4MF8RAQC3478HF","f06838b","""85697"" + ‖ ""24365"" + ‖ ""2256"" - ‖ ""856974"" -","It has to have a max of five digits.  "
"a23551a","delimiters","3A1COHJ8NJVBM1QV4MF8RAQC3478HF","f06838b","""[jho]"" + ‖ ""jho"" - ‖ ""[8ho8902j]"" + ‖ ""8ho8902j"" -","It must be inside brackets "
"032d129","delimiters","3A1COHJ8NJVBM1QV4MF8RAQC347H8O","68f30be","""[dog]"" + ‖ ""dog"" - ‖ ""[cat]"" + ‖ ""cat"" - ‖ ""[123]"" + ‖ ""123"" -","The string must start with [ and end with ]."
"6e119de","3a","3A1COHJ8NJVBM1QV4MF8RAQC347H8O","68f30be","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""123"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""abb"" - ‖ ""horse"" -","The string must contain only the letter a. Any number of a's will fit. No other letters or numbers allowed."
"6e119de","suffix-s","3A1COHJ8NJVBM1QV4MF8RAQC347H8O","68f30be","""horse"" - ‖ ""horses"" + ‖ ""this"" + ‖ ""that"" - ‖ ""123456s"" + ‖ ""123456d"" -","The string must end in the letter s."
"ec8b199","zip-code","3A1COHJ8NJVBM1QV4MF8RAQC347H8O","68f30be","""12345"" + ‖ ""67890"" + ‖ ""123456"" - ‖ ""567890"" - ‖ ""a1234"" -","The string must contain five consecutive numbers with 0 falling after 9."
"13ab615","delimiters","3A1PQ49WVHHTB16A516TC034PY11HO","1f75e17","""[jdfjddj83]"" + ‖ ""[373hd93eh___uejeje]"" + ‖ ""[jdidhdhdhd"" - ‖ ""@_5454gfgfgfy]"" -","It must be in brackets like these [ ]"
"3808bfe","suffix-s","3A1PQ49WVHHTB16A516TC034PY11HO","1f75e17","""dogs"" + ‖ ""cat"" -","Must be plural with an S at the end. "
"6e119de","3a","3A1PQ49WVHHTB16A516TC034PY11HO","1f75e17","""aaa"" + ‖ ""aaaa"" + ‖ ""aaaaa"" + ‖ ""123"" - ‖ ""bbb"" - ‖ ""aab"" - ‖ ""abb"" - ‖ ""horse"" -","Must be the letter A."
