"assignment.id","worker.id","trial.num","rule.id","rule.desc","example.num","polarity","string","time"
"3CTOC39K37Q3DTG2IHQNPNAW1S77JQ","3d1066b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","[asdouias","1485958810554"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485903990156"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","aab","1485903998764"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","aaba","1485904006486"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"positive","aaab","1485904012184"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485904045025"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",2,"zip-code","The string is 5 digits in a row",2,"negative","1234d5","1485904056049"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",2,"zip-code","The string is 5 digits in a row",3,"negative","123","1485904065547"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",2,"zip-code","The string is 5 digits in a row",4,"positive","12345d","1485904069304"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",3,"consonants-only","The string contains only consonants",1,"positive","cghdt","1485904080664"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",3,"consonants-only","The string contains only consonants",2,"negative","cgaht","1485904085822"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",3,"consonants-only","The string contains only consonants",3,"negative","aeiou","1485904092614"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",3,"consonants-only","The string contains only consonants",4,"positive","fhjsyy","1485904098234"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",3,"consonants-only","The string contains only consonants",5,"negative","ahjsyy","1485904104760"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[deur]","1485904120913"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","deur]","1485904135208"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[1234]","1485904142056"
"3E47SOBEYQWDUZRSRGDYT8NAPO2CI5","d511c3e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","[1234","1485904148135"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaab","1485904440186"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","AAAb","1485904445764"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","aacc","1485904451533"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","aaaa","1485904455239"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"positive","baaa","1485904487952"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",1,"3a","The string is three or more lowercase <code>a</code>'s",6,"negative","bAAA","1485904491908"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485904501734"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",2,"zip-code","The string is 5 digits in a row",2,"negative","1234f","1485904506968"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",2,"zip-code","The string is 5 digits in a row",3,"negative","123f44","1485904511086"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",2,"zip-code","The string is 5 digits in a row",4,"positive","54321","1485904516600"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",2,"zip-code","The string is 5 digits in a row",5,"negative","55g555","1485904520505"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",3,"consonants-only","The string contains only consonants",1,"positive","qwrt","1485904537815"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",3,"consonants-only","The string contains only consonants",2,"negative","qwert","1485904542342"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",3,"consonants-only","The string contains only consonants",3,"positive","ghbn","1485904545694"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",3,"consonants-only","The string contains only consonants",4,"negative","ghabn","1485904549837"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",3,"consonants-only","The string contains only consonants",5,"negative","bbba","1485904555975"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",3,"consonants-only","The string contains only consonants",6,"positive","bbbb","1485904560071"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[fdgd]","1485904568196"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","fdgd","1485904575012"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[wgbb]","1485904585940"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","gbff","1485904594396"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","abcd","1485904597573"
"3E4GGUZ1T8RR2CPEUQ94UBT151E2KX","cb1b297",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"positive","[abcd]","1485904601002"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaali","1485958344953"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aliaaaa","1485958350842"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","axaieea","1485958356026"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"positive","asskeaaaaa","1485958362249"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",2,"zip-code","The string is 5 digits in a row",1,"positive","a45268a","1485958374061"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",2,"zip-code","The string is 5 digits in a row",2,"positive","f55555eee3","1485958378844"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",2,"zip-code","The string is 5 digits in a row",3,"positive","36589afe","1485958388134"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",2,"zip-code","The string is 5 digits in a row",4,"positive","fewe12258afd","1485958393646"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",3,"consonants-only","The string contains only consonants",1,"positive","nkkkk","1485958408153"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",3,"consonants-only","The string contains only consonants",2,"positive","ntrrt","1485958414002"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",3,"consonants-only","The string contains only consonants",3,"positive","mvvfffd","1485958419933"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",3,"consonants-only","The string contains only consonants",4,"positive","fkkssww","1485958424094"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[aaaa]","1485958437786"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[feefwew]","1485958451170"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[afdfa]","1485958456844"
"3EJJQNKU9R5H465R3VL8IRLHPCXRH4","ad9212b",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[afdfsdf]","1485958461969"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485905548683"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaaa","1485905552234"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaaaa","1485905554947"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",2,"zip-code","The string is 5 digits in a row",1,"positive","24678","1485905583592"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",2,"zip-code","The string is 5 digits in a row",2,"positive","35674","1485905590216"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",2,"zip-code","The string is 5 digits in a row",3,"negative","34r56","1485905600025"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",2,"zip-code","The string is 5 digits in a row",4,"negative","624","1485905607274"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",3,"consonants-only","The string contains only consonants",1,"positive","abf","1485905623972"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",3,"consonants-only","The string contains only consonants",2,"positive","yzx","1485905633670"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",3,"consonants-only","The string contains only consonants",3,"positive","thpl","1485905639391"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",3,"consonants-only","The string contains only consonants",4,"negative","iou","1485905648184"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[12346]","1485905674435"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","12346","1485905684677"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","12346]","1485905692190"
"3EJPLAJKEMGA9871HTOH73YQPFT6Z4","a63ed5f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[wjeh3kj5h]","1485905701446"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485958739912"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","ababab","1485958755669"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","bbb","1485958771131"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","aa","1485958790424"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485958840834"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",2,"zip-code","The string is 5 digits in a row",2,"positive","56789","1485958900401"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",2,"zip-code","The string is 5 digits in a row",3,"negative","4891","1485958923696"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",2,"zip-code","The string is 5 digits in a row",4,"negative","3b896","1485958940249"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",3,"consonants-only","The string contains only consonants",1,"positive","bcdfgh","1485958967479"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",3,"consonants-only","The string contains only consonants",2,"negative","bcdefgh","1485958984748"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","a246a","1485959025642"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","a246b","1485959038894"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","cwmrc","1485959047740"
"3FE2ERCCZX86KABZUGC9X5I30GNOPX","6487c8d",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","cmrwd","1485959060638"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485958103131"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaaa","1485958109453"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaaaa","1485958114424"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","aab","1485958119252"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"negative","aaba","1485958131278"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",1,"3a","The string is three or more lowercase <code>a</code>'s",6,"negative","bcdef","1485958147523"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485958180440"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",2,"zip-code","The string is 5 digits in a row",2,"positive","93103","1485958185380"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",2,"zip-code","The string is 5 digits in a row",3,"positive","87423","1485958193130"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",2,"zip-code","The string is 5 digits in a row",4,"negative","kpdrv","1485958210174"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",2,"zip-code","The string is 5 digits in a row",5,"negative","1c5n8j","1485958220772"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",3,"consonants-only","The string contains only consonants",1,"positive","qwrtp","1485958248942"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",3,"consonants-only","The string contains only consonants",2,"positive","sdfghjkl","1485958268661"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",3,"consonants-only","The string contains only consonants",3,"positive","zxcvbnm","1485958276335"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",3,"consonants-only","The string contains only consonants",4,"negative","aeiou","1485958286156"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",3,"consonants-only","The string contains only consonants",5,"negative","ovtea","1485958293793"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[string]","1485958336166"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","[string","1485958345669"
"3IJXV6UZ1XJH01GB9D3TI3MWPPCRIX","13d1cf2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","string]","1485958351845"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaas34","1485961585998"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","67896","1485961601081"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","a2a3aw","1485961610107"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","e4e5et","1485961622027"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"positive","tr4aaa","1485961636966"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",1,"3a","The string is three or more lowercase <code>a</code>'s",6,"negative","tr4iii","1485961652495"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",2,"zip-code","The string is 5 digits in a row",1,"positive","23234","1485961679528"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",2,"zip-code","The string is 5 digits in a row",2,"positive","236778","1485961689326"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",2,"zip-code","The string is 5 digits in a row",3,"negative","564ty67","1485961702324"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",2,"zip-code","The string is 5 digits in a row",4,"negative","5647ty87","1485961720789"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",3,"consonants-only","The string contains only consonants",1,"positive","wrthg","1485961745347"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",3,"consonants-only","The string contains only consonants",2,"positive","hkjly","1485961789838"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",3,"consonants-only","The string contains only consonants",3,"negative","retdu","1485961796923"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",3,"consonants-only","The string contains only consonants",4,"negative","rtgh67","1485961804996"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",3,"consonants-only","The string contains only consonants",5,"positive","wdgfh","1485961812699"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","w23r45t","1485961848868"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","ki87l","1485961857010"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","6thyf","1485961865950"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","gfth7","1485961873826"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","wertty","1485961884146"
"3IOEN3P9S7JDECMT9IFPF9EEC0O16I","b45b478",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"positive","r56746y","1485961889929"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaaa","1485906142470"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"negative","aaa","1485906149736"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","aaab","1485906152246"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"positive","aaaaa","1485906157022"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",2,"zip-code","The string is 5 digits in a row",1,"positive","55235","1485906165044"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",2,"zip-code","The string is 5 digits in a row",2,"negative","122555","1485906171232"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",2,"zip-code","The string is 5 digits in a row",3,"negative","a2314a","1485906175310"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",2,"zip-code","The string is 5 digits in a row",4,"positive","11111","1485906183027"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",2,"zip-code","The string is 5 digits in a row",5,"negative","aaaaaa","1485906186956"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",3,"consonants-only","The string contains only consonants",1,"negative","eadee","1485906195730"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",3,"consonants-only","The string contains only consonants",2,"negative","a","1485906201762"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",3,"consonants-only","The string contains only consonants",3,"positive","bbbb","1485906203988"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",3,"consonants-only","The string contains only consonants",4,"positive","bgbgb","1485906208536"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",3,"consonants-only","The string contains only consonants",5,"negative","121sd","1485906215101"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",3,"consonants-only","The string contains only consonants",6,"negative","2323","1485906219216"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[123]","1485906228148"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[a533]","1485906237832"
"3JNQLM5FT4M2MI7WFQL59B6GU1J2L0","799cf60",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","a533","1485906245691"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","aaa","1485908544438"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","aaaaaaa","1485908550546"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"negative","aa","1485908560680"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","a","1485908565629"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",5,"negative","AAA","1485908571778"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",6,"negative","AAAAA","1485908578287"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",1,"3a","The string is three or more lowercase <code>a</code>'s",7,"negative","DASASA","1485908584352"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",2,"zip-code","The string is 5 digits in a row",1,"positive","12345","1485908619820"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",2,"zip-code","The string is 5 digits in a row",2,"positive","15975","1485908627589"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",2,"zip-code","The string is 5 digits in a row",3,"negative","1452","1485908634258"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",2,"zip-code","The string is 5 digits in a row",4,"negative","1234","1485908640673"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",2,"zip-code","The string is 5 digits in a row",5,"negative","123456","1485908651649"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",2,"zip-code","The string is 5 digits in a row",6,"negative","175486","1485908658688"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",3,"consonants-only","The string contains only consonants",1,"positive","wrtypfg","1485908676316"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",3,"consonants-only","The string contains only consonants",2,"positive","r","1485908690671"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",3,"consonants-only","The string contains only consonants",3,"negative","werty","1485908695893"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",3,"consonants-only","The string contains only consonants",4,"negative","aedfgrg","1485908702674"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",3,"consonants-only","The string contains only consonants",5,"negative","a","1485908712429"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[12]","1485908739644"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[asdf]","1485908756524"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[a1dasd]","1485908766019"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","sdsdfe","1485908775528"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","456","1485908780815"
"3K4J6M3CXETB5TOZHEH421K6A8PAG9","412b7ec",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","fcvg","1485908790988"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",1,"3a","The string is three or more lowercase <code>a</code>'s",1,"positive","abracadabra","1485958074864"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",1,"3a","The string is three or more lowercase <code>a</code>'s",2,"positive","Alabama","1485958098703"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",1,"3a","The string is three or more lowercase <code>a</code>'s",3,"positive","aaa29","1485958106446"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",1,"3a","The string is three or more lowercase <code>a</code>'s",4,"negative","aaA29","1485958116919"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",2,"zip-code","The string is 5 digits in a row",1,"positive","55555","1485958238846"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",2,"zip-code","The string is 5 digits in a row",2,"negative","555bet55","1485958249584"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",2,"zip-code","The string is 5 digits in a row",3,"positive","327589729763","1485958267447"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",2,"zip-code","The string is 5 digits in a row",4,"negative","773-919-2045","1485958282879"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",3,"consonants-only","The string contains only consonants",1,"positive","Skrtl","1485958336526"
"3KGTPGBS6XL558UQO4D60Y2Z7SJU2T","7af1a7e",3,"consonants-only","The string contains only consonants",2,"negative","Skrtel","1485958355622"
